,Sample Size,Model,Running Time,Input_Item,Recommended_Item,Metric,Training Time,Category_hit,designer_hit,exterior_color_hit
9,12236,,16.12237286567688,"[6677, 'https://cdn.shopify.com/s/files/1/0384/0161/products/81959-35_20Bottega_20Veneta_20AirPods_20Case_20with_20Strap_20In_2D_0002.jpg?v=1623087261']","[[11197, 'https://cdn.shopify.com/s/files/1/0384/0161/products/159680-236_20Bottega_20Veneta_20Maxi_20Cabat_20Bag_20Charm_20Intrecciato_20Nappa_2D_0002.jpg?v=1659289865'], [10730, 'https://cdn.shopify.com/s/files/1/0384/0161/products/169042-319_20Alexander_20McQueen_20Skull_20Envelope_20Clutch_20Leather_2D_0002.jpg?v=1663963449'], [10007, 'https://cdn.shopify.com/s/files/1/0384/0161/products/166997-351_20Fendi_20Chaos_20Phone_20Case_20with_20Chain_20Leather_20and_20Metal_2D_0002.jpg?v=1662752507'], [10206, 'https://cdn.shopify.com/s/files/1/0384/0161/products/166997-194_20Fendi_20FF_20Logo_20AirPods_20Case_20Snakeskin_20Embossed_20Leather_2D_0002.jpg?v=1663358186'], [7853, 'https://cdn.shopify.com/s/files/1/0384/0161/products/150488-1_20Prada_20AirPods_20Flap_20Case_20Saffiano_20Leather_2D_0002.jpg?v=1653680310'], [10166, 'https://cdn.shopify.com/s/files/1/0384/0161/products/170594-1_20Bottega_20Veneta_20Women_s_20Almond_20Pumps_20Leath_2D_0002.jpg?v=1663356408'], [10165, 'https://cdn.shopify.com/s/files/1/0384/0161/products/172027-1_20Loewe_20Heel_20Crossbody_20Bag_20Leather_20Mini_2D_0002.jpg?v=1663356401'], [11092, 'https://cdn.shopify.com/s/files/1/0384/0161/products/169067-1_20Bottega_20Veneta_20Women_s_20Squared_20Toe_20Heeled_2D_0002.jpg?v=1662139791'], [9989, 'https://cdn.shopify.com/s/files/1/0384/0161/products/169190-2_20Valentino_20Women_s_20Rockstud_20Heeled_20Sandals_20Leather_2D_0002.jpg?v=1662750823'], [10081, 'https://cdn.shopify.com/s/files/1/0384/0161/products/172240-1_20Bottega_20Veneta_20Wallet_20on_20Chain_20Intrecciato_20Nappa_2D_0002.jpg?v=1662756905']]",cosine,1.7084147930145264,0.3,0.4,0.5
10,12236,,26.58352279663086,"[6677, 'https://cdn.shopify.com/s/files/1/0384/0161/products/81959-35_20Bottega_20Veneta_20AirPods_20Case_20with_20Strap_20In_2D_0002.jpg?v=1623087261']","[[6569, 'https://cdn.shopify.com/s/files/1/0384/0161/products/121553-3_20Hermes_20Pavane_20Double_20Tour_20Bracelet_20Leather_2D_0002.jpg?v=1643655812'], [6931, 'https://cdn.shopify.com/s/files/1/0384/0161/products/138507-2_20Louis_20Vuitton_20Luggage_20Tag_20NM_20Vachetta_20Lea_2D_0002.jpg?v=1649958588'], [7505, 'https://cdn.shopify.com/s/files/1/0384/0161/products/150894-1_20Louis_20Vuitton_20Luggage_20Tag_20Monogram_20Canvas_2D_0002.jpg?v=1654286125'], [6548, 'https://cdn.shopify.com/s/files/1/0384/0161/products/118729-2_20Bottega_20Veneta_20Intrecciato_20Buckle_20Belt_20Leather_20Medium_2D_0002.jpg?v=1643648332'], [6517, 'https://cdn.shopify.com/s/files/1/0384/0161/products/87417-8_20Gucci_20Tablet_20Case_20Embroidered_20Techno_20Canvas_2D_0002.jpg?v=1629738241'], [7168, 'https://cdn.shopify.com/s/files/1/0384/0161/products/144853-3_20Louis_20Vuitton_204_20Key_20Holder_20Taiga_20Leather_2D_0002.jpg?v=1651863506'], [6486, 'https://cdn.shopify.com/s/files/1/0384/0161/products/84669-243_20Bottega_20Veneta_20Trifold_20Coin_20Purse_20Intrec_2D_0002.jpg?v=1637168621'], [6463, 'https://cdn.shopify.com/s/files/1/0384/0161/products/106078-2_20Fendi_20Mini_20Strap_20You_20Short_20Shoulder_20Strap_2D_0002.jpg?v=1636397816'], [6484, 'https://cdn.shopify.com/s/files/1/0384/0161/products/100866-404_20Hermes_20Le_2024_20Coin_20Purse_20Leather_2D_0002.jpg?v=1637167309'], [6664, 'https://cdn.shopify.com/s/files/1/0384/0161/products/128797-3_20Louis_20Vuitton_204_20Key_20Holder_20Epi_20Leather_2D_0002.jpg?v=1646076435']]",euclidean,1.673496961593628,0.1,0.2,0.3
11,12236,,123.27390265464783,"[6677, 'https://cdn.shopify.com/s/files/1/0384/0161/products/81959-35_20Bottega_20Veneta_20AirPods_20Case_20with_20Strap_20In_2D_0002.jpg?v=1623087261']","[[6569, 'https://cdn.shopify.com/s/files/1/0384/0161/products/121553-3_20Hermes_20Pavane_20Double_20Tour_20Bracelet_20Leather_2D_0002.jpg?v=1643655812'], [6548, 'https://cdn.shopify.com/s/files/1/0384/0161/products/118729-2_20Bottega_20Veneta_20Intrecciato_20Buckle_20Belt_20Leather_20Medium_2D_0002.jpg?v=1643648332'], [7505, 'https://cdn.shopify.com/s/files/1/0384/0161/products/150894-1_20Louis_20Vuitton_20Luggage_20Tag_20Monogram_20Canvas_2D_0002.jpg?v=1654286125'], [6931, 'https://cdn.shopify.com/s/files/1/0384/0161/products/138507-2_20Louis_20Vuitton_20Luggage_20Tag_20NM_20Vachetta_20Lea_2D_0002.jpg?v=1649958588'], [7168, 'https://cdn.shopify.com/s/files/1/0384/0161/products/144853-3_20Louis_20Vuitton_204_20Key_20Holder_20Taiga_20Leather_2D_0002.jpg?v=1651863506'], [6484, 'https://cdn.shopify.com/s/files/1/0384/0161/products/100866-404_20Hermes_20Le_2024_20Coin_20Purse_20Leather_2D_0002.jpg?v=1637167309'], [6664, 'https://cdn.shopify.com/s/files/1/0384/0161/products/128797-3_20Louis_20Vuitton_204_20Key_20Holder_20Epi_20Leather_2D_0002.jpg?v=1646076435'], [6517, 'https://cdn.shopify.com/s/files/1/0384/0161/products/87417-8_20Gucci_20Tablet_20Case_20Embroidered_20Techno_20Canvas_2D_0002.jpg?v=1629738241'], [6463, 'https://cdn.shopify.com/s/files/1/0384/0161/products/106078-2_20Fendi_20Mini_20Strap_20You_20Short_20Shoulder_20Strap_2D_0002.jpg?v=1636397816'], [6486, 'https://cdn.shopify.com/s/files/1/0384/0161/products/84669-243_20Bottega_20Veneta_20Trifold_20Coin_20Purse_20Intrec_2D_0002.jpg?v=1637168621']]",manhattan,1.7621979713439941,0.1,0.2,0.3
12,12236,,16.410528898239136,"[4380, 'https://cdn.shopify.com/s/files/1/0384/0161/products/141768-38_20Louis_20Vuitton_20Josh_20Backpack_20Limited_20Edition_20Damier_20Infini_2D_0002.jpg?v=1654281918']","[[5464, 'https://cdn.shopify.com/s/files/1/0384/0161/products/169042-157_20Louis_20Vuitton_20Josh_20Backpack_20Limited_20Edition_20Damier_20Infini_2D_0002.jpg?v=1663355094'], [2426, 'https://cdn.shopify.com/s/files/1/0384/0161/products/126635-103_20Louis_20Vuitton_20Avenue_20Backpack_20Damier_20In_2D_0002.jpg?v=1650902459'], [3286, 'https://cdn.shopify.com/s/files/1/0384/0161/products/159206-1_20Louis_20Vuitton_20Campus_20Backpack_20Damier_20Infini_20Leather_2D_0002.jpg?v=1658507821'], [5811, 'https://cdn.shopify.com/s/files/1/0384/0161/products/173911-3_20Louis_20Vuitton_20Campus_20Backpack_20Damier_20Infini_20Leather_2D_0002.jpg?v=1663964793'], [4301, 'https://cdn.shopify.com/s/files/1/0384/0161/products/118037-2_20Louis_20Vuitton_20Apollo_20Backpack_20Limited_20Edi_2D_0002.jpg?v=1647877569'], [3685, 'https://cdn.shopify.com/s/files/1/0384/0161/products/136545-1_20Louis_20Vuitton_20Campus_20Backpack_20Damier_20Infini_20Leather_2D_0002.jpg?v=1650057666'], [12163, 'https://cdn.shopify.com/s/files/1/0384/0161/products/131767-232_20Louis_20Vuitton_20Christopher_20Backpack_20Monogram_20Tapestry_20Canvas_20PM_2D_0002.jpg?v=1655481587'], [11561, 'https://cdn.shopify.com/s/files/1/0384/0161/products/132176-1_20Louis_20Vuitton_20Multipocket_20Backpack_20Limite_2D_0002.jpg?v=1649088823'], [4274, 'https://cdn.shopify.com/s/files/1/0384/0161/products/166733-1_20Louis_20Vuitton_20Drawstring_20Backpack_20Limited_20Edition_20Damier_20Cobalt_20Race_2D_0002.jpg?v=1660341297'], [4775, 'https://cdn.shopify.com/s/files/1/0384/0161/products/163115-274_20Louis_20Vuitton_20Canyon_20Backpack_20Utah_20Leather_2D_0002.jpg?v=1662139183']]",cosine,1.9148008823394775,1.0,1.0,0.8
13,12236,,24.82470393180847,"[4380, 'https://cdn.shopify.com/s/files/1/0384/0161/products/141768-38_20Louis_20Vuitton_20Josh_20Backpack_20Limited_20Edition_20Damier_20Infini_2D_0002.jpg?v=1654281918']","[[682, 'https://cdn.shopify.com/s/files/1/0384/0161/products/126635-288_20Louis_20Vuitton_20Outdoor_20Messenger_20Monogram_20Taigarama_2D_0002.jpg?v=1650042838'], [1597, 'https://cdn.shopify.com/s/files/1/0384/0161/products/138149-128_20Louis_20Vuitton_20Discovery_20Bumbag_20Limited_20Edition_20Monogram_20Galaxy_20Canvas_2D_0002.jpg?v=1654882755'], [4134, 'https://cdn.shopify.com/s/files/1/0384/0161/products/161880-33_20Saint_20Laurent_20West_20Hollywood_20Shoulder_20Bag_20Crocodile_20Embossed_20Leather_20Medium_2D_0002.jpg?v=1660327880'], [3570, 'https://cdn.shopify.com/s/files/1/0384/0161/products/162498-1_20Louis_20Vuitton_20Noe_20Handbag_20Monogram_20Canvas_20Large_2D_0002.jpg?v=1659280939'], [2053, 'https://cdn.shopify.com/s/files/1/0384/0161/products/154312-1_20Saint_20Laurent_20Classic_20Monogram_20Tassel_20Crossbody_20Bag_20Grainy_20Leather_20Small_2D_0002.jpg?v=1656093052'], [5914, 'https://cdn.shopify.com/s/files/1/0384/0161/products/143272-77_20Louis_20Vuitton_20Neverfull_20NM_20Tote_20Limited_20Edition_20Escale_20Monogram_20Giant_20MM_2D_0002.jpg?v=1653673383'], [568, 'https://cdn.shopify.com/s/files/1/0384/0161/products/125911-321_20Chanel_20Name_20Plate_20Tote_20Quilted_20Glazed_20Calfskin_20Medium_2D_0002.jpg?v=1644585865'], [1812, 'https://cdn.shopify.com/s/files/1/0384/0161/products/152525-3_20Chanel_20Vintage_20Chocolate_20Bar_20Mademoiselle_20Multipocket_20Flap_20Bag_20Quilted_20Suede_20Medium_2D_0002.jpg?v=1655485891'], [1018, 'https://cdn.shopify.com/s/files/1/0384/0161/products/144490-1_20Saint_20Laurent_20Sunset_20Crossbody_20Bag_20Leather_20Medium_2D_0002.jpg?v=1653064791'], [4199, 'https://cdn.shopify.com/s/files/1/0384/0161/products/162751-13_20Fendi_20Shopper_20Tote_20Joshua_20Vides_20Zucca_20Coated_20Canvas_20Large_2D_0002.jpg?v=1660333607']]",euclidean,1.6961281299591064,0.0,0.4,0.3
14,12236,,35.06610083580017,"[4380, 'https://cdn.shopify.com/s/files/1/0384/0161/products/141768-38_20Louis_20Vuitton_20Josh_20Backpack_20Limited_20Edition_20Damier_20Infini_2D_0002.jpg?v=1654281918']","[[682, 'https://cdn.shopify.com/s/files/1/0384/0161/products/126635-288_20Louis_20Vuitton_20Outdoor_20Messenger_20Monogram_20Taigarama_2D_0002.jpg?v=1650042838'], [1597, 'https://cdn.shopify.com/s/files/1/0384/0161/products/138149-128_20Louis_20Vuitton_20Discovery_20Bumbag_20Limited_20Edition_20Monogram_20Galaxy_20Canvas_2D_0002.jpg?v=1654882755'], [4134, 'https://cdn.shopify.com/s/files/1/0384/0161/products/161880-33_20Saint_20Laurent_20West_20Hollywood_20Shoulder_20Bag_20Crocodile_20Embossed_20Leather_20Medium_2D_0002.jpg?v=1660327880'], [1687, 'https://cdn.shopify.com/s/files/1/0384/0161/products/137079-36_20Louis_20Vuitton_20Josh_20Backpack_20Macassar_20Monogram_20Canvas_2D_0002.jpg?v=1655477175'], [1728, 'https://cdn.shopify.com/s/files/1/0384/0161/products/151004-2_20Louis_20Vuitton_20Josh_20Backpack_20Macassar_20Monogram_20Canvas_2D_0002.jpg?v=1655479189'], [5914, 'https://cdn.shopify.com/s/files/1/0384/0161/products/143272-77_20Louis_20Vuitton_20Neverfull_20NM_20Tote_20Limited_20Edition_20Escale_20Monogram_20Giant_20MM_2D_0002.jpg?v=1653673383'], [4199, 'https://cdn.shopify.com/s/files/1/0384/0161/products/162751-13_20Fendi_20Shopper_20Tote_20Joshua_20Vides_20Zucca_20Coated_20Canvas_20Large_2D_0002.jpg?v=1660333607'], [568, 'https://cdn.shopify.com/s/files/1/0384/0161/products/125911-321_20Chanel_20Name_20Plate_20Tote_20Quilted_20Glazed_20Calfskin_20Medium_2D_0002.jpg?v=1644585865'], [3570, 'https://cdn.shopify.com/s/files/1/0384/0161/products/162498-1_20Louis_20Vuitton_20Noe_20Handbag_20Monogram_20Canvas_20Large_2D_0002.jpg?v=1659280939'], [2053, 'https://cdn.shopify.com/s/files/1/0384/0161/products/154312-1_20Saint_20Laurent_20Classic_20Monogram_20Tassel_20Crossbody_20Bag_20Grainy_20Leather_20Small_2D_0002.jpg?v=1656093052']]",manhattan,1.7486298084259033,0.2,0.6,0.2
15,12236,,15.751615047454834,"[12162, 'https://cdn.shopify.com/s/files/1/0384/0161/products/153540-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Medium_2D_0002.jpg?v=1655481495']","[[12175, 'https://cdn.shopify.com/s/files/1/0384/0161/products/153969-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Medium_2D_0002.jpg?v=1655482826'], [12135, 'https://cdn.shopify.com/s/files/1/0384/0161/products/141768-70_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Medium_2D_0002.jpg?v=1655476937'], [12008, 'https://cdn.shopify.com/s/files/1/0384/0161/products/149492-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Alligator_20Jumbo_2D_0002.jpg?v=1654290989'], [11786, 'https://cdn.shopify.com/s/files/1/0384/0161/products/146013-1_20Hermes_20In_20and_20Out_20Kelly_20Handbag_20Limited_20Edition_20Swift_20with_20Palladium_20Hardware_2025_2D_0002.jpg?v=1652464965'], [11640, 'https://cdn.shopify.com/s/files/1/0384/0161/products/131292-47_20Hermes_20In_20and_20Out_20Kelly_20Handbag_20Limited_20Edition_20Swift_20with_20Palladium_20Hardware_2025_2D_0002.jpg?v=1650887224'], [11949, 'https://cdn.shopify.com/s/files/1/0384/0161/products/148283-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Jumbo_2D_0002.jpg?v=1654279216'], [11875, 'https://cdn.shopify.com/s/files/1/0384/0161/products/147788-1_20Hermes_20Constance_20Marquette_20Bag_20Graine_20Monsieur_20with_20Lizard_2024_2D_0002.jpg?v=1653667253'], [11959, 'https://cdn.shopify.com/s/files/1/0384/0161/products/144745-1_20Hermes_20Birkin_20Sellier_20Bag_20Bicolor_20Epsom_20with_20Brushed_20Gold_20Hardware_2025_2D_0002.jpg?v=1654281554'], [12060, 'https://cdn.shopify.com/s/files/1/0384/0161/products/135993-11_20Hermes_20In_20and_20Out_20Birkin_20Bag_20Limited_20Edition_20Swift_20with_20Palladium_20Hardware_2025_2D_0002.jpg?v=1654878147'], [12146, 'https://cdn.shopify.com/s/files/1/0384/0161/products/146632-1_20Hermes_20Birkin_20Sellier_20Bag_20Brown_20Epsom_20with_20Gold_20Hardware_2030_2D_0002.jpg?v=1655478501']]",cosine,1.7045917510986328,0.7,0.4,0.4
16,12236,,24.108124017715454,"[12162, 'https://cdn.shopify.com/s/files/1/0384/0161/products/153540-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Medium_2D_0002.jpg?v=1655481495']","[[12175, 'https://cdn.shopify.com/s/files/1/0384/0161/products/153969-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Medium_2D_0002.jpg?v=1655482826'], [12135, 'https://cdn.shopify.com/s/files/1/0384/0161/products/141768-70_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Medium_2D_0002.jpg?v=1655476937'], [11949, 'https://cdn.shopify.com/s/files/1/0384/0161/products/148283-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Jumbo_2D_0002.jpg?v=1654279216'], [12189, 'https://cdn.shopify.com/s/files/1/0384/0161/products/143795-89_20Louis_20Vuitton_20Keepall_20Bandouliere_20Bag_20Limited_20Edition_20Supreme_20Epi_20Leather_2045_2D_0002.jpg?v=1655484133'], [11952, 'https://cdn.shopify.com/s/files/1/0384/0161/products/149632-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Ca_2D_0002.jpg?v=1654279990'], [11454, 'https://cdn.shopify.com/s/files/1/0384/0161/products/130397-4_20Hermes_20Jige_20Elan_20Clutch_20Crocodile_2029_2D_0002.jpg?v=1646081205'], [11886, 'https://cdn.shopify.com/s/files/1/0384/0161/products/144492-1_20Rolex_20Oyster_20Perpetual_20Automatic_20Watch_20St_2D_0002.jpg?v=1653673495'], [12055, 'https://cdn.shopify.com/s/files/1/0384/0161/products/131786-22_20Hermes_20Kelly_20Blue_20Courchevel_20with_20Gold_20Hardware_2032_2D_0002.jpg?v=1654877442'], [12031, 'https://cdn.shopify.com/s/files/1/0384/0161/products/138149-3_20Hermes_20Kelly_20Handbag_20Black_20Ardennes_20with_20Gold_20Hardware_2035_2D_0002.jpg?v=1654872620'], [11947, 'https://cdn.shopify.com/s/files/1/0384/0161/products/147401-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Jumbo_2D_0002.jpg?v=1654278850']]",euclidean,1.6678569316864014,0.5,0.5,0.5
17,12236,,34.83838391304016,"[12162, 'https://cdn.shopify.com/s/files/1/0384/0161/products/153540-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Medium_2D_0002.jpg?v=1655481495']","[[12135, 'https://cdn.shopify.com/s/files/1/0384/0161/products/141768-70_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Medium_2D_0002.jpg?v=1655476937'], [12175, 'https://cdn.shopify.com/s/files/1/0384/0161/products/153969-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Medium_2D_0002.jpg?v=1655482826'], [11949, 'https://cdn.shopify.com/s/files/1/0384/0161/products/148283-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Jumbo_2D_0002.jpg?v=1654279216'], [12189, 'https://cdn.shopify.com/s/files/1/0384/0161/products/143795-89_20Louis_20Vuitton_20Keepall_20Bandouliere_20Bag_20Limited_20Edition_20Supreme_20Epi_20Leather_2045_2D_0002.jpg?v=1655484133'], [11952, 'https://cdn.shopify.com/s/files/1/0384/0161/products/149632-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Ca_2D_0002.jpg?v=1654279990'], [11454, 'https://cdn.shopify.com/s/files/1/0384/0161/products/130397-4_20Hermes_20Jige_20Elan_20Clutch_20Crocodile_2029_2D_0002.jpg?v=1646081205'], [11886, 'https://cdn.shopify.com/s/files/1/0384/0161/products/144492-1_20Rolex_20Oyster_20Perpetual_20Automatic_20Watch_20St_2D_0002.jpg?v=1653673495'], [12055, 'https://cdn.shopify.com/s/files/1/0384/0161/products/131786-22_20Hermes_20Kelly_20Blue_20Courchevel_20with_20Gold_20Hardware_2032_2D_0002.jpg?v=1654877442'], [12031, 'https://cdn.shopify.com/s/files/1/0384/0161/products/138149-3_20Hermes_20Kelly_20Handbag_20Black_20Ardennes_20with_20Gold_20Hardware_2035_2D_0002.jpg?v=1654872620'], [11947, 'https://cdn.shopify.com/s/files/1/0384/0161/products/147401-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Caviar_20Jumbo_2D_0002.jpg?v=1654278850']]",manhattan,1.7966837882995605,0.5,0.5,0.5
18,12236,,16.149951934814453,"[11995, 'https://cdn.shopify.com/s/files/1/0384/0161/products/141768-185_20Hermes_20Jige_20Elan_20Clutch_20Swift_2029_2D_0002.jpg?v=1654287931']","[[11454, 'https://cdn.shopify.com/s/files/1/0384/0161/products/130397-4_20Hermes_20Jige_20Elan_20Clutch_20Crocodile_2029_2D_0002.jpg?v=1646081205'], [12172, 'https://cdn.shopify.com/s/files/1/0384/0161/products/135405-16_20Hermes_20Jige_20Elan_20Clutch_20Swift_2029_2D_0002.jpg?v=1655482612'], [11973, 'https://cdn.shopify.com/s/files/1/0384/0161/products/138633-214_20Hermes_20Jige_20Elan_20Clutch_20Swift_2029_2D_0002.jpg?v=1654283751'], [12073, 'https://cdn.shopify.com/s/files/1/0384/0161/products/137664-52_20Hermes_20Birkin_20Handbag_20Pink_20Togo_20With_20Gold_20Hardware_2035_2D_0002.jpg?v=1654880672'], [11675, 'https://cdn.shopify.com/s/files/1/0384/0161/products/142056-1_20Hermes_20Verrou_20Bag_20Epsom_2023_2D_0002.jpg?v=1651251771'], [12070, 'https://cdn.shopify.com/s/files/1/0384/0161/products/141768-236_20Hermes_202424_20Bag_20Maurice_20with_20Swift_2035_2D_0002.jpg?v=1654880216'], [12030, 'https://cdn.shopify.com/s/files/1/0384/0161/products/138149-2_20Hermes_202424_20Bag_20Togo_20with_20Swift_2035_2D_0002.jpg?v=1654872604'], [11800, 'https://cdn.shopify.com/s/files/1/0384/0161/products/147979-1_20Chanel_20Classic_20Double_20Flap_20Bag_20Quilted_20Lambskin_20Medium_2D_0002.jpg?v=1652472560'], [12113, 'https://cdn.shopify.com/s/files/1/0384/0161/products/130825-17_20Hermes_20Kelly_20Handbag_20Black_20Box_20Calf_20with_20Gold_20Hardware_2035_2D_0002.jpg?v=1651850259'], [11988, 'https://cdn.shopify.com/s/files/1/0384/0161/products/137665-64_20Hermes_20Kelly_20Handbag_20Green_20Togo_20with_20Palladium_20Hardware_2032_2D_0002.jpg?v=1654286316']]",cosine,1.798830270767212,0.3,0.9,0.1
